,artists,years of career,song count
28936,Jutta Hipp Quintet,1,4
28937,Justrock,1,4
28938,"Justin Timberlake', 'Timbaland",1,2
28939,"Justin Timberlake', 'Timbaland', 'Three 6 Mafia",1,1
28940,"Justin Timberlake', 'The Benjamin Wright Orchestra",1,1
28941,"Justin Timberlake', 'T.I.",1,1
28942,"Justin Timberlake', 'JAY-Z",1,2
28943,"Justin Timberlake', 'Gwen Stefani', 'Ron Funches",1,1
28944,"Justin Timberlake', 'Beyoncé",1,1
28945,"Justin Timberlake', 'Anna Kendrick', 'Gwen Stefani', 'James Corden', 'Zooey Deschanel', 'Ron Funches', 'Caroline Hjelt', 'Aino Jawo', 'Christopher Mintz-Plasse', 'Kunal Nayyar",1,1
28946,Justin Quiles,1,2
28947,Justin Morales,1,1
28948,Justin Hurwitz,1,1
28949,Justin Hinds & The Dominoes,1,1
28950,"Justin Hayward', 'John Lodge",1,1
28951,Justin Elliott,1,1
28952,"Justin Bieber', 'benny blanco",1,1
28953,"Justin Bieber', 'Usher",1,2
28954,"Justin Bieber', 'Travis Scott",1,1
28955,"Justin Bieber', 'The Band Perry",1,1
28956,"Justin Bieber', 'Rascal Flatts",1,1
28957,"Justin Bieber', 'Post Malone', 'Clever",1,1
28958,"Justin Bieber', 'Nicki Minaj",1,2
28959,"Justin Bieber', 'Mariah Carey",1,1
28960,"Justin Bieber', 'Jessica Jarrell",1,1
28961,"Juventa', 'Erica Curran",1,1
28962,Juventa,1,4
28963,K. B. Sundarambal,1,3
28964,Juvi,1,1
28965,K-otic,1,1
28966,K-Rino,1,15
28967,"K-Rino', 'Ganksta Nip', 'Point Blank', 'PSK-13', 'A.C. Chill', 'DBX",1,1
28968,"K-Rino', 'DJ Screw",1,1
28969,"K-Paz De La Sierra', 'José Manuel Zamacona",1,1
28970,"K-Paz De La Sierra', 'Ana Gabriel",1,1
28971,K-Klass,1,1
28972,"K-Klass', 'Reza', 'Bobbi Depasois",1,1
28973,K-Guy,1,1
28974,"K Jah', 'Vytol",1,1
28975,K Dutta,1,3
28976,"K CAMP', 'Fetty Wap",1,1
28977,"K CAMP', '2 Chainz",1,1
28978,Jüsan,1,11
28979,"Jüsan', 'Zena', 'Tursha Gray",1,1
28980,"Jüsan', 'Komadyan', 'Jinx",1,1
28981,"Jüsan', 'Kidd Kold",1,1
28982,"Jüsan', 'Jinx",1,1
28983,Jürgen Peter,1,1
28984,"Jónsi', 'John Powell",1,1
28985,"Jyotsna Bhole', 'Avinash",1,1
28986,Jyoti,1,3
28987,"Jyoti', 'Harish",1,1
28988,Jwonder,1,12
28989,"Jwonder', 'Earl Rayfield",1,4
28990,"Jwonder', 'Blake Wallace', 'Earl Rayfield",1,2
28991,Jwalker,1,1
28992,"Juicy J', 'Big Sean', 'Jeezy",1,1
28993,"Juice WRLD', 'benny blanco",1,1
28994,"Juice WRLD', 'YoungBoy Never Broke Again",1,1
28995,Joseph Gershenson conducting The Universal international Orch.,1,1
28996,Joseph Fire Crow,1,1
28997,"Joseph Canteloube', 'Antonio de Almeida', 'Royal Philharmonic Orchestra",1,1
28998,"Joseph Buloff', 'Oklahoma Chorus",1,1
28999,Joseph Black,1,1
29000,"Joseph Barnby', 'Mormon Tabernacle Choir', 'Richard P. Condie', 'Alexander Schreiner', 'The Philadelphia Brass Ensemble & Percussion",1,1
29001,"Joseph B. Carringer', 'Josh Harris",1,1
29002,"Joseph Ashworth', 'Piper Davis",1,1
29003,Joseph Arthur,1,1
29004,"Joseph Achron', 'Felix Mendelssohn', 'Jascha Heifetz', 'Unknown Artist",1,4
29005,Josef Venclů se svým orchestrem,1,1
29006,"Josef Venclů se svým orchestrem', 'Václav Petlan",1,2
29007,"Josef Toman', 'Jan Drtina",1,2
29008,"Josef Strauss', 'Wiener Philharmoniker', 'Clemens Krauss",1,4
29009,"Josef Strauss', 'Slovak State Philharmonic Orchestra, Kosice', 'Arthur Kulling",1,1
29010,"Josef Strauss', 'Nikolaus Harnoncourt', 'Wiener Philharmoniker",1,2
29011,"Josef Strauss', 'Lorin Maazel', 'Wiener Philharmoniker",1,3
29012,"Josef Strauss', 'Gustavo Dudamel', 'Wiener Philharmoniker",1,2
29013,"Josef Strauss', 'Georges Prêtre', 'Wiener Philharmoniker",1,4
29014,"Josef Strauss', 'Fritz Reiner",1,1
29015,"Josef Strauss', 'Franz Welser-Möst', 'Wiener Philharmoniker",1,7
29016,"Josef Strauss', 'Daniel Barenboim', 'Wiener Philharmoniker",1,7
29017,"Josef Strauss', 'Christian Thielemann', 'Wiener Philharmoniker",1,3
29018,"Josef Strauss', 'Andris Nelsons', 'Wiener Philharmoniker",1,5
29019,"Josef Rheinberger', 'Dorothe Jansen', 'Bernhard Spingler', 'Cologne Radio Chorus', 'Cologne Radio Orchestra', 'Helmut Froschauer",1,1
29020,Josef K,1,1
29021,Jose Travieso,1,2
29022,"Jose Ribera', 'Manolo Ribera",1,1
29023,"Joseph Garlington', ""Integrity's Hosanna! Music""",1,2
29024,"Joseph Hellmesberger', 'Franz Welser-Möst', 'Wiener Philharmoniker",1,1
29025,Jose Paton,1,1
29026,"Joseph Hellmesberger', 'Mariss Jansons', 'Wiener Philharmoniker",1,1
29027,"Josh Abbott Band', 'Pat Green",1,1
29028,"Josh Abbott Band', 'Kacey Musgraves",1,1
29029,"Josh A', 'iamjakehill",1,1
29030,Josey Wales,1,1
29031,"Josephine Premice', 'Jamaica Ensemble",1,1
29032,Josephine Chang,1,1
29033,"Joseph-Hector Fiocco', 'Yehudi Menuhin",1,1
29034,"Joseph Williams', 'Sally Dworsky', 'Nathan Lane', 'Ernie Sabella', 'Kristle Edwards",1,1
29035,"Joseph Lanner', 'Riccardo Muti', 'Wiener Philharmoniker",1,2
29036,"Joseph Lanner', 'Mariss Jansons', 'Wiener Philharmoniker",1,1
29037,"Joseph Lanner', 'Georges Prêtre', 'Wiener Philharmoniker",1,1
29038,"Joseph Lanner', 'Franz Welser-Möst', 'Wiener Philharmoniker",1,1
29039,"Joseph Lanner', 'Daniel Barenboim', 'Wiener Philharmoniker",1,1
29040,Joseph Lamb,1,1
29041,"Joseph Koziel', 'Frank Cucksey",1,1
29042,"Joseph Kosma', 'Germaine Montéro",1,3
29043,"Joseph Kosma', 'Fabien Loris",1,1
29044,"Joseph Kosma', 'Fabien Loris', 'Germaine Montéro",1,1
29045,"Joseph Kosma', 'André Popp', 'Marjane",1,1
29046,Joseph Kobzon,1,1
29047,"Joseph Hellmesberger, Jr.', 'Zubin Mehta', 'Wiener Philharmoniker",1,2
29048,"Joseph Hellmesberger, Jr.', 'Mariss Jansons', 'Wiener Philharmoniker",1,1
29049,"Joseph Hellmesberger, Jr.', 'Lorin Maazel', 'Wiener Philharmoniker",1,1
29050,"Joseph Hellmesberger, Jr.', 'Georges Prêtre', 'Wiener Philharmoniker",1,1
29051,"Joseph Hellmesberger, Jr.', 'Daniel Barenboim', 'Wiener Philharmoniker",1,1
29052,"Joseph Hellmesberger, Jr.', 'Christian Thielemann', 'Wiener Philharmoniker",1,2
29053,"Joseph Hellmesberger, Jr.', 'Andris Nelsons', 'Wiener Philharmoniker",1,1
29054,"Jose Prats Sirera', 'Julio Martinez Oyanguren",1,3
29055,"Jose Padilla', 'Mario Lanza",1,1
29056,Josh Ferrin,1,1
29057,Jorge Muñiz,1,1
29058,Jorge Luis Cabrera con Banda Tierra Blanca,1,1
29059,Jorge Lavat,1,1
29060,Jorge Drexler,1,1
29061,"Jorge Ben Jor', 'Toquinho",1,1
29062,"Jorge Ben Jor', 'Caetano Veloso",1,1
29063,Jorge Aragão,1,1
29064,"Jorge Aliaga', 'Deutsches Filmorchester Babelsberg",1,1
29065,Jordy Searcy,1,1
29066,Jordy Lishious,1,1
29067,"Jordin Sparks', 'Chris Brown",1,1
29068,Jordin Post,1,1
29069,Jordan Young,1,1
29070,Jordan Smith,1,1
29071,Jordan Knight,1,1
29072,Jordan Hill,1,1
29073,"Jordan Fisher', 'Lin-Manuel Miranda",1,1
29074,Jordan Feliz,1,1
29075,"Jordan Davis', 'Julia Michaels",1,1
29076,Jordan Dae,1,2
29077,"Jordan Dae', 'Mark Star",1,2
29078,Jordan Clarke,1,1
29079,Jordan B,1,1
29080,Joop,1,1
29081,Jonzun Crew,1,1
29082,Jonny White,1,1
29083,Jonny Nash,1,2
29084,Jonny Bombastic,1,1
29085,Jorge Montia,1,1
29086,Jorge Negrete,1,3
29087,"Jose Nogueras', 'Ismael Miranda",1,1
29088,Jorge Quintero,1,1
29089,Jose Melis,1,1
29090,Jose Martinez,1,1
29091,"Jose Mari Chan', 'Regine Velasquez",1,1
29092,"Jose Mari Chan', 'Janet Basco",1,1
29093,Jose Manuel,1,2
29094,Jose Luis Reyes,1,1
29095,Jose Larralde,1,1
29096,Jose Gamboa Ceballos Y Su Orquesta,1,2
29097,"Jose Diaz', 'Jason Rivas",1,1
29098,"Jose De Mara', 'Matthew Codek",1,1
29099,"Jose De Mara', 'Javi Colina",1,1
29100,Jose Antonio Salaman,1,3
29101,"Jose Amnesia', 'Jennifer Rene', 'Sied Van Riel",1,1
29102,"Jose Alberto ""El Canario""",1,3
29103,"Jory Boy', 'Bad Bunny",1,1
29104,"Jorn Van Deynhoven', 'Sue McLaren",1,3
29105,"Jorn Van Deynhoven', 'Clara Yates",1,1
29106,"Jorn Van Deynhoven', 'Christina Novelli",1,3
29107,"Jorma Kaukonen', 'Jack Casady",1,1
29108,"Jorma Ikävalko', 'Pirteät Pelimannit",1,1
29109,"Jorja Smith', 'Preditah",1,1
29110,"Jorja Smith', 'Burna Boy",1,1
29111,Jori Hulkkonen,1,1
29112,Jorge Veiga,1,1
29113,Jorge Valente,1,3
29114,Jorge Vadio,1,1
29115,Jorge Santana,1,1
29116,Josh Abbott Band,1,1
29117,"Josh Gabriel', 'Winter Kills",1,1
29118,"Juice WRLD', 'Trippie Redd",1,1
29119,"Judy Garland', 'Leo Diamond Harmonica Quartet",1,1
29120,"Judy Garland', 'Gene Kelly', 'David Rose And His Orchestra",1,2
29121,"Judy Garland', 'Fred Astaire",1,3
29122,"Judy Garland', 'Clinton Sundberg",1,1
29123,"Judy Garland', 'Billy Bletcher', 'The Munchkins",1,1
29124,"Judy Garland', 'Barbra Streisand",1,1
29125,"Judy Garland', ""Virginia O'Brien"", 'Betty Russell",1,1
29126,"Judy Garland', ""Margaret O'Brien""",1,1
29127,Judge Lawrence,1,1
29128,Jude Cole,1,1
29129,Judah & the Lion,1,1
29130,Juca Chaves,1,1
29131,"Jubël', 'NEIMY",1,1
29132,"Juanjo Martin', 'Rebeka Brown",1,1
29133,Juanito,1,1
29134,"Juanita Hall', 'Patrick Adiarte', ""Salvatore Dell'Isola""",1,1
29135,"Juanes', 'Nelly Furtado",1,1
29136,Juanello,1,1
29137,Juancito Diaz,1,1
29138,Juan carlos mata,1,1
29139,Juan Valentin,1,5
29140,Juan Torres,1,2
29141,Juan Silos Jr. & Rondalla,1,1
29142,Juan Rios,1,1
29143,"Juan Parga', 'Julio Martinez Oyanguren",1,1
29144,Juan Mutant,1,3
29145,Juan Magán,1,1
29146,"Juan Gotti', 'South Park Mexican', 'Ronnie Spencer",1,1
29147,"Judy Garland', 'Kenny Baker', 'The Kay Thompson Chorus",1,1
29148,"Judy Garland', 'Liza Minnelli",1,1
29149,"Juan Gabriel', 'Mariachi México 70 De Pepe López",1,1
29150,"Judy Garland', 'Lucille Bremer', 'Meet Me in St. Louise Ensemble",1,2
29151,"Juice WRLD', 'The Weeknd",1,3
29152,"Juice WRLD', 'The Kid LAROI",1,1
29153,"Juice WRLD', 'Seezyn",1,1
29154,"Juice WRLD', 'Rvssian', 'Clever",1,1
29155,"Juice WRLD', 'Marshmello",1,2
29156,"Juice WRLD', 'Marshmello', 'The Kid LAROI', 'Polo G",1,1
29157,"Juice WRLD', 'Lil Uzi Vert",1,1
29158,"Juice WRLD', 'Halsey",1,1
29159,"Juice WRLD', 'Brent Faiyaz",1,1
29160,Juelz Santana,1,1
29161,"Juelz Santana', 'Cam’ron",1,1
29162,"Judy Kuhn', 'Colm Wilkinson', 'David Bryant', 'Frances Ruffelle",1,1
29163,"Judy Holliday', 'Sydney Chaplin",1,1
29164,"Judy Holliday', 'Sydney Chaplin', 'Bells Are Ringing Ensemble",1,1
29165,"Judy Holliday', 'Bells Are Ringing Ensemble",1,3
29166,Judy Henske,1,2
29167,"Judy Garland', 'Victor Young & His Orchestra",1,2
29168,"Judy Garland', 'Tom Drake",1,1
29169,"Judy Garland', 'The Munchkins",1,2
29170,"Judy Garland', 'The Kay Thompson Chorus",1,2
29171,"Judy Garland', 'Ray Bolger",1,2
29172,"Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen', 'Burt Lahr",1,1
29173,"Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen', 'Bert Lahr",1,1
29174,"Judy Garland', 'Ray Bolger', 'Buddy Ebsen",1,2
29175,"Judy Garland', 'Ray Bolger', 'Buddy Ebsen', 'Bert Lahr",1,2
29176,"Judy Garland', 'Peter Lawford",1,1
29177,"Judy Garland', 'MGM Studio Orchestra",1,1
29178,"Juan Gotti', 'Grimm', 'Russell Lee",1,1
29179,"Juan DDD', 'Johan Dresser",1,2
29180,Josh Garrels,1,1
29181,José Velez,1,1
29182,José Morán Orquesta,1,2
29183,"José Marín', 'Vicente Gomez', 'Guillermo Gomez",1,1
29184,José Luis Rodríguez,1,1
29185,"José Luis Perales', 'Mocedades",1,1
29186,"José Feliciano', 'Ewan McGregor', 'Jacek Koman",1,1
29187,"José Carreras', 'Sarah Brightman",1,1
29188,José Bohr,1,1
29189,"José Alfredo Jimenez', 'Mariachi Vargas De Tecalitlan",1,1
29190,Josué Kinter,1,10
29191,"Jossie Esteban', 'La Patrulla 15",1,1
29192,"Jossie Esteban', 'La Patrulla 15', 'Jossie Esteban y La Patrulla 15",1,2
29193,Jossie Esteban & La Patrulla 15,1,2
29194,Joshua Radin,1,1
29195,"Joshua Patel', 'Kimberly Robertson",1,1
29196,Joshua Mostel,1,1
29197,Joshua Mike-Bamiloye,1,1
29198,Joshua Kadison,1,2
29199,Joshua Cunningham,1,1
29200,Joshua Bassett,1,1
29201,Josh Thompson,1,2
29202,"Josh Moseley', 'Mark Therblig",1,1
29203,Josh Kelley,1,1
29204,"Josh Groban', 'Jennifer Nettles",1,3
29205,"Josh Groban', 'Faith Hill",1,1
29206,"Josh Groban', 'Charlotte Church",1,1
29207,"Josh Groban', 'Brian McKnight",1,1
29208,Josh Gracin,1,1
29209,José Segarra con Julio Murillo,1,2
29210,José-Luis Orozco,1,1
29211,"Juan DDD', 'DJ Smilk",1,1
29212,"Journey', 'Steve Augeri",1,1
29213,Juan Carlos Baglietto,1,1
29214,Juan Bautista,1,2
29215,"Juan Arvizu', 'Margarita Cueto",1,1
29216,João Petra de Barros,1,1
29217,João Gilberto,1,8
29218,"João Gilberto', 'Stan Getz",1,1
29219,"João Gilberto', 'Caetano Veloso', 'Gilberto Gil', 'Maria Bethânia",1,2
29220,João Donato E Seu Trio,1,1
29221,João Costa Ferreira,1,15
29222,João Bosco,1,1
29223,"João Bosco', 'Angela Maria",1,1
29224,"Jozsef Keller', 'Pete-R",1,4
29225,Jozef,1,1
29226,Joywave,1,1
29227,Joyner Lucas,1,1
29228,"Joyner Lucas', 'Logic",1,1
29229,"Joyner Lucas', 'Chris Brown",1,1
29230,"Joyce', 'Gilson Peranzzetta",1,1
29231,Joyce Manor,1,1
29232,Joyce Kennedy,1,1
29233,Joya Landis,1,1
29234,Joy/Disaster,1,58
29235,Joy,1,1
29236,Joy Again,1,1
29237,"Jowell & Randy', 'De La Ghetto",1,1
29238,Jove Allegria,1,1
29239,Journeyman,1,1
29240,"Johann Sebastian Bach', 'Glenn Gould', 'Columbia Symphony Orchestra', 'Vladimir Golschmann",1,6
29241,"Johann Sebastian Bach', 'Glenn Gould', 'Columbia Symphony Orchestra', 'Leonard Bernstein",1,3
29242,"Johann Sebastian Bach', 'Fritz Reiner",1,1
29243,"Jason Ross', 'Digital Junkiez",1,2
29244,Javier Morillas,1,2
29245,Javier Molina & El Dorado,1,1
29246,"Javi Alvado', 'THC",1,1
29247,Javanese gamelan ensemble,1,2
29248,"Javah', 'Xan",1,1
29249,"Jatin-Lalit', 'Udit Narayan', 'Alka Yagnik",1,1
29250,"Jatin-Lalit', 'Amit Kumar', 'Sonu Nigam', 'Alka Yagnik', 'Udit Narayan', 'Kavita Krishnamurthy",1,1
29251,Jatileswar Mukherjee,1,1
29252,Jasper Arnou,1,2
29253,"Jason van Wyk', 'Protoculture",1,1
29254,"Jason Weaver', 'Rowan Atkinson', 'Laura Williams",1,1
29255,"Jason Segel', 'Walter",1,1
29256,"Jason Ross', 'Lauren Ray",1,1
29257,"Jason Rivas', 'Sergi Moreno', 'Jose Diaz",1,2
29258,"Johann Sebastian Bach', 'Fritz Reiner', 'Pittsburgh Symphony Orchestra",1,8
29259,"Jason Rivas', 'Ricardo Reyna",1,1
29260,"Jason Rivas', 'Positive Feeling",1,1
29261,"Jason Rivas', 'Miss Lyntty', 'Zonum",1,1
29262,"Jason Rivas', 'Miss Lyntty', 'Tumakov', 'Slava Dmitriev",1,1
29263,"Jason Rivas', 'Layla Mystic",1,1
29264,"Jason Rivas', 'Larrick Ebanks', 'Zonum",1,1
29265,"Jason Rivas', 'Instrumenjackin",1,1
29266,"Jason Rivas', 'Fashion Vampires From Louisiana",1,1
29267,"Jason Rivas', 'David Myerz",1,1
29268,"Jason Rivas', 'Dani Vars",1,1
29269,"Jason Rivas', 'Creeperfunk",1,1
29270,"Jason Rivas', 'Cosmic Phosphate",1,1
29271,"Jason Rivas', ""Team D'Luxe"", 'Babilon Dj",1,1
29272,"Javier Solís', 'Gerardo Reyes",1,2
29273,"Javier Solís', 'Mariachi los Mensajeros de José Isabel Paredes",1,1
29274,Javier Varez,1,1
29275,Javier Vazquez,1,1
29276,"Jay Jay Johnson', 'John Lewis', 'Percy Heath', 'Kenny Clarke",1,1
29277,"Jay Jacob', 'Robert Firth",1,1
29278,"Jay Jaballas', 'Dilated Peoples",1,1
29279,Jay Hickman,1,1
29280,"Jay Harvey', 'Special MC",1,1
29281,Jay Gordon,1,1
29282,Jay Garrett,1,1
29283,"Jay Frog', 'Melleefresh",1,1
29284,"Jay Frog', 'E.M.C.K.",1,2
29285,"Jay Flynn', 'Paul Skelton",1,1
29286,Jay Ferguson,1,1
29287,Jay Excess,1,1
29288,Jay Electronica,1,1
29289,Jay Dee,1,1
29290,"Jay Chou', 'Lara Liang",1,1
29291,"Jay Carraway', 'Noom",1,2
29292,Jay Brandon,1,1
29293,Jay Blackton,1,1
29294,"Jay Blackton', 'Laurence Guittard",1,1
29295,"Jay Blackton', 'Laurence Guittard', 'Mary Wickes', 'Christine Andreas",1,1
29296,"Jay Blackton', 'Laurence Guittard', 'Christine Andreas",1,1
29297,"Jay Blackton', 'Broadway Cast",1,1
29298,Jay Beckenstein,1,1
29299,"Jax Jones', 'Au/Ra",1,1
29300,"Jawsh 685', 'Jason Derulo",1,2
29301,Jawbox,1,1
29302,Jawahar Kaul,1,2
29303,"Jason Raize', 'Tsidii Le Loka', 'Ensemble - The Lion King",1,1
29304,"Jason Raize', 'Ensemble - The Lion King",1,1
29305,"Jason Mraz', 'Colbie Caillat",1,1
29306,Jars Of Clay,1,6
29307,"Jaroslav Krcek', 'Bohumil Kulínský ml.', 'Bambini Di Praga', 'Musica Bohemica', 'Pražské žesťové kvinteto",1,1
29308,Jaron And The Long Road To Love,1,1
29309,Jaro Brooks,1,1
29310,"Jarmila Šuláková', 'Josef Michálek', 'Rudolf Duda', 'Valašský krúžek Vsacan",1,1
29311,"Jaren', 'Cerf', 'Mitiska",1,1
29312,Jards Macalé,1,1
29313,Jararaca E Ratinho,1,8
29314,Jaques Le Noir,1,1
29315,Jantina Noorman,1,1
29316,Jantika and Katarina July,1,3
29317,Janko Uzunov,1,1
29318,"Janko Uzunov', 'Zaklina Koloska",1,1
29319,"Janko Uzunov', 'Smilja Andonova",1,1
29320,"Janji', 'Johnning",1,1
29321,Janet de Almeida,1,1
29322,Janet Orenstein,1,1
29323,"Janet Jackson', 'Vanessa-Mae",1,1
29324,"Janet Jackson', 'Q-Tip', 'Joni Mitchell",1,1
29325,"Janet Jackson', 'Nelly",1,1
29326,"Janet Jackson', 'Heavy D",1,1
29327,Janet Basco,1,1
29328,Janelle Monáe,1,1
29329,"Janelle Monáe', 'Miguel",1,1
29330,"Janelle Monáe', 'Erykah Badu",1,1
29331,"Janelle Monáe', 'Big Boi",1,1
29332,Jane Winther,1,1
29333,Jane Siberry,1,1
29334,Jarren Benton,1,1
29335,"Jascha Heifetz', 'Claude Debussy', 'Bell Telephone Hour Orchestra', 'Unknown Artist', 'Donald Voorhees",1,1
29336,Jason Isbell,1,1
29337,"Jascha Heifetz', 'Claude Debussy', 'Emmanuel Bay",1,1
29338,Jason Gray,1,1
29339,Jason Fox,1,1
29340,Jason Donovan,1,2
29341,"Jason Donovan', 'Kylie Minogue",1,1
29342,"Jason Derulo', 'Snoop Dogg",1,1
29343,"Jason Derulo', 'Nuka",1,1
29344,"Jason Derulo', 'Nicki Minaj', 'Ty Dolla $ign",1,1
29345,"Jason Derulo', 'Adam Levine', 'Maroon 5",1,2
29346,"Jason Derulo', '2 Chainz",1,1
29347,"Jason Crabb', 'The Crabb Family', 'Sonya Isaacs Yeary', 'Becky Isaacs Bowman', 'Charlotte Ritchie",1,1
29348,"Jason Crabb', 'Sonya Isaacs Yeary', 'Rebecca Bowman",1,1
29349,Jason Boland & The Stragglers,1,2
29350,Jason Becker,1,2
29351,"Jason Aldean', 'Miranda Lambert",1,1
29352,"Jason Aldean', 'Luke Bryan', 'Eric Church",1,1
29353,"Jason Aldean', 'Kelly Clarkson",1,1
29354,"Jasmine Cephas-Jones', 'Leslie Odom Jr.', 'Lin-Manuel Miranda', 'Sydney James Harcourt', 'Original Broadway Cast of Hamilton",1,1
29355,Jasmina Mukaetova,1,1
29356,Jasiah,1,2
29357,"Jasiah', 'Yung Bans",1,1
29358,Jashoda Dulal Mondal,1,1
29359,"Jascha Heifetz', 'Sergei Rachmaninoff', 'Emmanuel Bay",1,1
29360,"Jascha Heifetz', 'Mario Castelnuovo-Tedesco', 'Unknown Artist",1,3
29361,"Jascha Heifetz', 'Leopold Godowsky', 'Unknown Artist",1,1
29362,"Jascha Heifetz', 'Leopold Godowsky', 'Bell Telephone Hour Orchestra', 'Unknown Artist', 'Donald Voorhees",1,2
29363,"Jascha Heifetz', 'Jack Benny', 'Emanuel Bay",1,1
29364,"Jascha Heifetz', 'Grigoras Dinicu', 'Unknown Artist",1,1
29365,"Jay Larrin', 'Nathan Aweau', 'Peter Moon', 'Pauline Wilson', 'Danny Kaleikini', 'Dennis Pavao', 'Kahala Moon', 'Allan Thomas', 'Teresa Bright', 'Gabby Pahinui', 'Darlene Ahuna', 'Ken Emerson', 'Joe Recca', 'The Sunday Manoa', 'Robert Cazimero', 'Roland Cazimero', 'Lorna Lim', 'Kohala', 'Country Comfort', 'George Helm', 'Melveen Leed', 'Buddy Fo', 'The Invitations', 'Robi Kahakalau', 'Charles Michael Brotman', 'Moe Keale', '2004 Hawaii Music Awards Compilation Of The Year",1,1
29366,"Jay Lumen', 'Sinisa Tamamovic",1,1
29367,Jay McShann & His Orchestra,1,12
29368,Jean-Marie Amato,1,1
29369,"Jean-Joseph Mouret', 'Richard Kapp', 'Philharmonia Virtuosi of New York', 'Philharmonia Virtuosi",1,1
29370,"Jean-Jacques Perrey', 'Fatboy Slim",1,1
29371,Jean-Jacques Goldman,1,3
29372,"Jean-Jacques Goldman', 'Michael Jones",1,1
29373,Jean Tranchant,1,1
29374,"Jean Sibelius', 'Sir John Barbirolli', 'New York Philharmonic",1,5
29375,"Jean Sibelius', 'Jian Wang', 'Göran Söllscher",1,1
29376,"Jean Sibelius', 'Isaac Stern', 'Sir Thomas Beecham",1,3
29377,"Jean Sibelius', 'Håvard Gimse",1,1
29378,"Jean Sibelius', 'Herbert von Karajan', 'Philharmonia Orchestra",1,1
29379,"Jean Sibelius', 'Eugene Ormandy', 'Philadelphia Orchestra",1,1
29380,"Jean Sibelius', 'Boston Symphony Orchestra', 'Sir Colin Davis",1,1
29381,"Jean Sibelius', 'Berliner Philharmoniker', 'Herbert von Karajan",1,1
29382,"Jean Sibelius', 'Arturo Toscanini",1,7
29383,Jean Shepard,1,1
29384,Jean Servais,1,13
29385,Jean Sablon,1,2
29386,"Jean Sablon', 'Mireille",1,1
29387,Jean Ritchie,1,16
29388,Jean Plum,1,2
29389,Jean Murat,1,1
29390,"Jean Moscopol', 'Orchestra Ernst Hönigsber",1,1
29391,"Jean Moscopol', 'Jules Rubin",1,1
29392,"Jean Moscopol', 'Fred Bird Rythmicans",1,1
29393,Jean Marion,1,2
29394,"Jean Marion', 'Bourvil",1,2
29395,"Jean Marc Turine', 'Marguerite Duras",1,1
29396,Jean-Louis Barrault,1,1
29397,"Jean-Marie Leclair', 'Isaac Stern",1,1
29398,"Jean Malaurie', 'Françoise Malettra",1,1
29399,"Jean-Marie Leclair', 'Yehudi Menuhin",1,2
29400,"Jeff Alexander', 'Alfred Hitchcock",1,9
29401,Jeff & Sheri Easter,1,1
29402,Jeferson Montez,1,1
29403,"Jeezy', 'Yo Gotti",1,1
29404,"Jeezy', 'R. Kelly",1,1
29405,"Jeezy', 'Plies",1,1
29406,"Jeezy', 'Ne-Yo",1,1
29407,"Jeezy', 'Nas",1,1
29408,"Jeezy', 'Mannie Fresh",1,1
29409,"Jeezy', 'Lloyd', 'Slick Pulla",1,1
29410,"Jeezy', 'Kanye West",1,1
29411,"Jeezy', 'Future",1,1
29412,"Jeezy', 'Bun B",1,1
29413,"Jeezy', 'Bankroll Fresh",1,1
29414,"Jeezy', 'Akon",1,1
29415,"Jeet Gannguli', 'Akriti Kakkar",1,2
29416,Jeasmine,1,1
29417,Jeannie C. Riley,1,1
29418,Jeanne Saint Bonnet,1,2
29419,Jeanne Gabaya,1,1
29420,Jean-Yves Thibaudet,1,12
29421,"Jean-Philippe Rameau', 'Robert Casadesus",1,1
29422,"Jean-Philippe Rameau', 'Maryla Jonas",1,1
29423,"Jean-Philippe Rameau', 'Julio Martinez Oyanguren",1,1
29424,"Jean-Philippe Rameau', 'Andrés Segovia",1,2
29425,Jean-Paul Wall,1,1
29426,"Jean-Paul Belmondo', 'Jeanne Moreau', 'Peter Brook",1,1
29427,"Jean Malaurie', 'Jean-Luc Hees",1,1
29428,Jean Knight,1,2
29429,"Jay Park', 'Hoody', 'Loco",1,1
29430,"Jazz At Lincoln Center Orchestra', 'Joe Temperley",1,1
29431,"Jazmine Sullivan', 'Ari Lennox",1,2
29432,Jaywon,1,1
29433,Jaytech,1,1
29434,"Jaytech', 'Steve Smith",1,2
29435,"Jaytech', 'Steve Smith', 'Kyau', 'Albert",1,1
29436,"Jaytech', 'James Grant",1,1
29437,Jayshree T,1,2
29438,Jayo Felony,1,1
29439,"Jayo Felony', 'Method Man', 'DMX",1,1
29440,Jayme Vogeler,1,1
29441,Jayesh Nayak,1,1
29442,"Jayden Green', 'Justin Campbell",1,1
29443,Jaycee Hill,1,1
29444,"JayDaYoungan', 'Yungeen Ace",1,1
29445,"Jay-Roc', 'KRS-One",1,1
29446,"Jay Wheeler', 'Myke Towers', 'Rauw Alejandro', 'DJ Nelson', 'Jhay Cortez', 'Lunay', 'Kendo Kaponi",1,1
29447,"Jay Wheeler', 'DJ Nelson', 'Myke Towers",1,1
